command,mean,stddev,median,user,system,min,max,parameter_size
julia -O0 --startup-file=no --compile=min julia/matmul.jl 400 400,0.1203463035,0.0029258668095075062,0.12039392962,0.09568146999999999,0.05337258,0.11422615162000001,0.12567876162000002,400
./rust_peroxide/target/release/rust_peroxide 500 500,0.012534574945688078,0.0006126731975184212,0.01268020112,0.010342398256880738,0.002277218623853211,0.01052317262,0.013474739620000002,500
./rust_o3/target/release/rust_o3 500 500,0.01665146918097561,0.0007590669515724467,0.016702713620000004,0.07043010585365854,0.10331119170731706,0.014938073620000002,0.01861872062,500
./cpp_eigen3/bin/matmul 500 500,0.02486495348486486,0.0009995401419637612,0.025322851620000003,0.022638332342342343,0.0022917246846846854,0.02201730362,0.026073916620000002,500
python python_numpy/matmul.py 500 500,0.09907429448206899,0.0025732528949636143,0.09838649362000002,0.20643540379310343,0.038521115172413786,0.09575577562000001,0.10889941662000001,500
julia -O0 --startup-file=no --compile=min julia/matmul.jl 500 500,0.12172815716166667,0.0027360586227591814,0.12241892312000002,0.10044282333333332,0.06469041833333335,0.11769953162,0.12874454462,500
./rust_peroxide/target/release/rust_peroxide 600 600,0.019435017096510073,0.0008206262541466348,0.01973333462,0.016204372550335577,0.0031836922147651,0.01687480262,0.020555026620000003,600
./rust_o3/target/release/rust_o3 600 600,0.023401776421526722,0.0035707265948895523,0.022797351620000003,0.10886447854961831,0.1421819485496183,0.020709430620000004,0.05885529162,600
./cpp_eigen3/bin/matmul 600 600,0.039654226926666675,0.0011263811519424812,0.03991508262,0.035773896666666666,0.0038673568,0.03569248862,0.04361198962,600
python python_numpy/matmul.py 600 600,0.10552763440571429,0.004588938298346066,0.10450068212000001,0.24159109714285715,0.036835459999999993,0.10038450562000001,0.12125162962000001,600
julia -O0 --startup-file=no --compile=min julia/matmul.jl 600 600,0.12261760891166669,0.001930312743234349,0.12268931962000001,0.11531428166666667,0.06725604333333333,0.11933604362000001,0.12541775062000002,600
./rust_peroxide/target/release/rust_peroxide 700 700,0.02838120007544555,0.0012387731464506128,0.028327175620000002,0.023762712772277234,0.004585181584158415,0.025089264620000003,0.031006689620000003,700
./rust_o3/target/release/rust_o3 700 700,0.030576809830000013,0.0008914448755585959,0.030315373620000002,0.15287514999999996,0.18462619999999993,0.02781980662,0.03294206862,700
./cpp_eigen3/bin/matmul 700 700,0.05825303278666665,0.001141176058995361,0.05841238312,0.054554490000000004,0.003674971666666667,0.05434531262,0.06130466362,700
python python_numpy/matmul.py 700 700,0.11041917332370371,0.004432891807136258,0.11001370962000001,0.26473417518518516,0.04105968222222222,0.10324195562,0.11878637662000001,700
julia -O0 --startup-file=no --compile=min julia/matmul.jl 700 700,0.12808282109826089,0.002966508880891245,0.12767372962,0.1350352943478261,0.07002076434782607,0.12304320862000001,0.13407469962000002,700
./rust_peroxide/target/release/rust_peroxide 800 800,0.041014670536666686,0.0022997441767623724,0.04102814062,0.036326837222222214,0.004596047777777776,0.03566811162,0.04484344762,800
./rust_o3/target/release/rust_o3 800 800,0.04009066314702702,0.0034999242948410337,0.03982808262,0.20631799,0.24315047351351343,0.03777358662,0.06865643862000001,800
./cpp_eigen3/bin/matmul 800 800,0.08650111316545454,0.0014362956487279414,0.08664258562,0.08164644454545456,0.004736889090909091,0.08116945862000001,0.08836341962000001,800
python python_numpy/matmul.py 800 800,0.11614399999499998,0.005330242311771028,0.11506610712000001,0.29962186499999993,0.06225637666666667,0.11052867862000001,0.13122623962000002,800
julia -O0 --startup-file=no --compile=min julia/matmul.jl 800 800,0.1300378073018182,0.002806557091297896,0.13017353262000003,0.15934944454545452,0.07587418727272727,0.12478448862000002,0.13694109062,800
./rust_peroxide/target/release/rust_peroxide 900 900,0.0550087189337255,0.0015547563624468688,0.05516251862,0.04916212725490197,0.00577964431372549,0.04965779262,0.05749626962,900
./rust_o3/target/release/rust_o3 900 900,0.05048217983666667,0.0012234968049467,0.05019244612,0.2689026566666667,0.30342514333333326,0.04781527762,0.05346158862,900
./cpp_eigen3/bin/matmul 900 900,0.12348721530000004,0.002424275852263355,0.12391318362,0.11777463000000003,0.0055771864,0.11588543562000002,0.12761289262,900
python python_numpy/matmul.py 900 900,0.127156382995,0.0046417911230723615,0.12847758762,0.3778796566666667,0.07937679333333335,0.11892015862000001,0.13386258262,900
julia -O0 --startup-file=no --compile=min julia/matmul.jl 900 900,0.1396554707152381,0.00632909037478995,0.13718480962000001,0.2158956090476191,0.09067465047619046,0.12965171062,0.15347592762,900
./rust_peroxide/target/release/rust_peroxide 1000 1000,0.07472855474820515,0.0016880428226782765,0.07450396762000001,0.06681134897435898,0.007809554871794872,0.07166755662,0.07749333662,1000
./rust_o3/target/release/rust_o3 1000 1000,0.06551395762000001,0.012875470781844041,0.06296473762,0.3553375857446808,0.3900885025531915,0.06050867462,0.13090847062000002,1000
./cpp_eigen3/bin/matmul 1000 1000,0.16621526606444445,0.001932447001664509,0.16639376512,0.1571132122222222,0.00887484888888889,0.15890681762,0.16815614662,1000
python python_numpy/matmul.py 1000 1000,0.13366894927217396,0.005515231109466671,0.13582741662,0.3987701639130435,0.09673363391304349,0.12319962762,0.14096492462000001,1000
julia -O0 --startup-file=no --compile=min julia/matmul.jl 1000 1000,0.14601745677000003,0.00506072115988258,0.14649808112,0.25134659,0.09321761,0.13530029362,0.15459596462000003,1000
